ID,sports,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,music,shopping,yoga,sports_partner,tvsports_partner,exercise_partner,dining_partner,art_partner,hiking_partner,gaming_partner,clubbing_partner,reading_partner,tv_partner,theater_partner,movies_partner,music_partner,shopping_partner,yoga_partner,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,attractive,sincere,intelligence,funny,ambition,age,age_o,age_flag,age_radius,longitude,latitude,distance_km,interest_flag,gender,gender_text,gender_partner,gender_partner_him,gender_partner_her,gender_partner_them,gender_partner_text
62,7.0,3.0,7.0,7.0,4.0,4.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,4.0,5.0,7.0,7.0,1.0,1.0,4.0,2.0,3.0,9.0,2.0,3.0,7.0,6.0,5.0,7.0,6.0,2.0,2.0,3.0,2.0,2.0,5.0,8.0,8.0,7.0,6.0,28,34,1,3,18.038868,40.789914,30,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
63,7.0,7.0,7.0,4.0,6.0,3.0,2.0,3.0,8.0,7.0,8.0,8.0,7.0,5.0,7.0,3.0,6.0,3.0,1.0,8.0,2.0,4.0,5.0,2.0,6.0,3.0,5.0,3.0,8.0,4.0,1.0,2.0,3.0,2.0,2.0,6.0,8.0,7.0,6.0,7.0,30,30,0,0,9.140627,45.444509,40,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
64,4.0,4.0,2.0,4.0,6.0,7.0,2.0,3.0,5.0,3.0,6.0,7.0,6.0,4.0,8.0,2.0,5.0,3.0,6.0,4.0,6.0,3.0,6.0,6.0,2.0,3.0,4.0,8.0,8.0,8.0,2.0,2.0,3.0,2.0,2.0,6.0,7.0,5.0,6.0,4.0,27,26,0,0,10.424816,44.640044,100,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
65,6.0,4.0,6.0,8.0,7.0,6.0,5.0,7.0,4.0,6.0,8.0,6.0,7.0,4.0,8.0,8.0,8.0,6.0,7.0,4.0,2.0,4.0,8.0,6.0,7.0,6.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,6.0,7.0,6.0,7.0,4.0,27,28,0,0,16.872688,38.678542,20,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
66,5.0,5.0,8.0,4.0,3.0,5.0,2.0,4.0,7.0,2.0,5.0,7.0,7.0,2.0,7.0,5.0,5.0,8.0,3.0,3.0,5.0,2.0,4.0,7.0,2.0,5.0,7.0,8.0,2.0,7.0,2.0,2.0,3.0,3.0,1.0,6.0,6.0,6.0,5.0,6.0,26,28,1,24,12.852803,42.540073,60,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
67,7.0,2.0,6.0,7.0,8.0,8.0,3.0,5.0,8.0,3.0,5.0,8.0,8.0,4.0,9.0,7.0,2.0,5.0,7.0,9.0,8.0,3.0,5.0,8.0,3.0,5.0,8.0,9.0,5.0,9.0,2.0,2.0,3.0,2.0,2.0,6.0,8.0,6.0,7.0,8.0,24,26,0,0,11.0448,43.837265,70,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
68,5.0,4.0,7.0,5.0,7.0,5.0,2.0,3.0,8.0,2.0,7.0,7.0,4.0,6.0,3.0,5.0,3.0,7.0,5.0,8.0,5.0,2.0,3.0,8.0,2.0,7.0,7.0,4.0,6.0,3.0,1.0,2.0,5.0,3.0,1.0,5.0,7.0,8.0,6.0,6.0,24,24,1,87,8.819773,44.638021,90,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
69,4.0,2.0,3.0,4.0,8.0,3.0,3.0,5.0,8.0,6.0,7.0,7.0,6.0,4.0,3.0,3.0,2.0,3.0,4.0,9.0,3.0,3.0,5.0,8.0,6.0,7.0,7.0,7.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,6.0,6.0,4.0,5.0,8.0,34,24,1,44,16.753145,38.798571,90,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
70,5.0,4.0,8.0,8.0,7.0,5.0,2.0,6.0,7.0,6.0,7.0,8.0,8.0,5.0,8.0,5.0,3.0,8.0,8.0,8.0,5.0,2.0,6.0,7.0,6.0,7.0,8.0,8.0,6.0,8.0,2.0,2.0,3.0,3.0,2.0,8.0,8.0,7.0,7.0,7.0,34,32,0,0,9.735766,44.189728,10,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
71,4.0,4.0,7.0,6.0,7.0,7.0,3.0,4.0,6.0,6.0,6.0,7.0,7.0,4.0,6.0,4.0,3.0,7.0,6.0,8.0,7.0,3.0,4.0,6.0,6.0,6.0,7.0,8.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,7.0,6.0,6.0,28,27,0,0,15.602596,40.912145,60,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
72,4.0,4.0,7.0,7.0,7.0,7.0,2.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,4.0,2.0,6.0,4.0,2.0,3.0,2.0,3.0,8.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,2.0,2.0,3.0,3.0,2.0,7.0,6.0,6.0,6.0,4.0,30,23,0,0,17.891307,40.557453,100,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
73,7.0,2.0,5.0,7.0,8.0,8.0,4.0,8.0,7.0,6.0,6.0,7.0,8.0,5.0,2.0,8.0,2.0,4.0,7.0,8.0,8.0,4.0,8.0,7.0,6.0,6.0,7.0,8.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,7.0,7.0,6.0,7.0,32,24,0,0,12.899385,42.602052,10,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
74,7.0,4.0,7.0,5.0,4.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,4.0,3.0,1.0,6.0,4.0,2.0,5.0,4.0,3.0,6.0,7.0,7.0,4.0,8.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,8.0,5.0,8.0,8.0,29,22,0,0,10.324952,43.674103,40,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
75,9.0,7.0,4.0,4.0,4.0,2.0,5.0,9.0,7.0,7.0,5.0,8.0,7.0,5.0,2.0,9.0,7.0,3.0,4.0,4.0,2.0,5.0,10.0,7.0,7.0,5.0,8.0,8.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,8.0,9.0,7.0,8.0,23,27,0,0,8.9268,39.473985,0,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
76,9.0,7.0,3.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,7.0,6.0,8.0,3.0,6.0,5.0,3.0,3.0,5.0,8.0,4.0,6.0,4.0,3.0,2.0,7.0,3.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,8.0,6.0,4.0,6.0,28,23,0,0,11.009426,45.666072,40,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
77,8.0,3.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,8.0,5.0,7.0,4.0,2.0,2.0,5.0,4.0,8.0,6.0,3.0,6.0,5.0,6.0,7.0,5.0,3.0,8.0,1.0,3.0,3.0,2.0,2.0,6.0,8.0,5.0,6.0,7.0,31,30,1,53,10.356152,43.714986,40,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
78,7.0,7.0,7.0,6.0,3.0,5.0,2.0,7.0,6.0,4.0,6.0,7.0,6.0,3.0,7.0,7.0,3.0,6.0,1.0,4.0,6.0,4.0,8.0,1.0,4.0,4.0,7.0,6.0,7.0,7.0,3.0,2.0,2.0,3.0,1.0,7.0,7.0,7.0,6.0,7.0,39,22,0,0,10.934609,44.672714,50,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
79,4.0,4.0,2.0,7.0,6.0,2.0,3.0,9.0,7.0,8.0,8.0,8.0,8.0,7.0,4.0,4.0,3.0,1.0,6.0,6.0,2.0,3.0,10.0,6.0,8.0,8.0,8.0,8.0,8.0,4.0,2.0,2.0,3.0,3.0,2.0,6.0,6.0,9.0,5.0,6.0,26,22,1,98,9.92833,44.374943,40,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
80,3.0,2.0,7.0,7.0,7.0,5.0,3.0,2.0,7.0,8.0,6.0,7.0,6.0,4.0,5.0,8.0,2.0,3.0,5.0,5.0,5.0,4.0,9.0,7.0,4.0,7.0,5.0,4.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,6.0,7.0,5.0,7.0,7.0,28,27,1,5,11.008628,43.824836,20,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
81,7.0,3.0,4.0,6.0,6.0,7.0,2.0,7.0,6.0,2.0,5.0,6.0,8.0,2.0,9.0,7.0,2.0,3.0,6.0,6.0,7.0,2.0,8.0,6.0,2.0,5.0,6.0,8.0,2.0,9.0,2.0,3.0,3.0,3.0,2.0,6.0,8.0,8.0,7.0,5.0,21,28,1,10,13.689106,45.850493,10,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
82,7.0,2.0,7.0,7.0,7.0,7.0,2.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,2.0,8.0,2.0,7.0,6.0,8.0,7.0,2.0,8.0,7.0,6.0,6.0,7.0,8.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,6.0,7.0,26,24,1,6,15.255549,41.639862,90,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
83,6.0,4.0,4.0,6.0,5.0,5.0,5.0,8.0,8.0,2.0,7.0,7.0,3.0,2.0,7.0,6.0,4.0,3.0,6.0,5.0,5.0,5.0,8.0,8.0,2.0,7.0,7.0,3.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,8.0,7.0,6.0,7.0,32,30,1,66,15.693205,41.287121,60,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
84,4.0,4.0,4.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,6.0,5.0,6.0,5.0,5.0,3.0,3.0,3.0,7.0,8.0,7.0,5.0,8.0,7.0,4.0,6.0,5.0,6.0,6.0,5.0,2.0,3.0,2.0,2.0,2.0,6.0,8.0,8.0,5.0,8.0,30,26,0,0,9.766449202289126,45.72667300463834,70,1,3,"they,them","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
85,4.0,2.0,7.0,7.0,8.0,6.0,3.0,2.0,8.0,4.0,6.0,5.0,7.0,4.0,3.0,8.0,3.0,7.0,2.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,7.0,5.0,2.0,2.0,3.0,2.0,2.0,7.0,7.0,5.0,6.0,6.0,24,28,0,0,14.722468,41.650122,70,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
86,5.0,5.0,5.0,6.0,7.0,6.0,4.0,6.0,7.0,6.0,4.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,6.0,8.0,6.0,4.0,7.0,7.0,6.0,4.0,7.0,8.0,8.0,7.0,2.0,2.0,3.0,4.0,2.0,6.0,6.0,9.0,7.0,7.0,24,26,0,0,10.353003,43.599415,70,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
87,8.0,2.0,7.0,6.0,7.0,8.0,5.0,7.0,7.0,2.0,6.0,3.0,4.0,6.0,7.0,6.0,2.0,1.0,2.0,3.0,8.0,7.0,6.0,1.0,6.0,2.0,4.0,8.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,7.0,8.0,24,23,0,0,13.498489,45.650863,10,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
88,4.0,3.0,2.0,6.0,7.0,3.0,3.0,7.0,8.0,7.0,5.0,7.0,6.0,7.0,2.0,3.0,2.0,2.0,6.0,8.0,3.0,3.0,8.0,8.0,7.0,5.0,7.0,7.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,7.0,6.0,6.0,7.0,27,27,1,34,11.451978,43.492299,70,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
89,7.0,7.0,5.0,7.0,6.0,5.0,7.0,8.0,7.0,8.0,6.0,7.0,7.0,7.0,4.0,5.0,6.0,3.0,1.0,8.0,6.0,5.0,3.0,1.0,7.0,6.0,5.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,8.0,6.0,8.0,24,28,0,0,11.80378,45.292274,40,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
90,5.0,4.0,8.0,8.0,6.0,2.0,2.0,5.0,7.0,6.0,6.0,4.0,6.0,7.0,4.0,4.0,2.0,7.0,5.0,8.0,8.0,7.0,5.0,3.0,2.0,4.0,4.0,8.0,7.0,7.0,2.0,2.0,3.0,2.0,2.0,6.0,6.0,7.0,6.0,8.0,22,28,1,36,14.899001,37.574188,80,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
91,8.0,8.0,6.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,3.0,1.0,2.0,6.0,6.0,6.0,8.0,2.0,7.0,6.0,4.0,6.0,6.0,7.0,3.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,8.0,22,35,1,47,11.593182,44.519749,50,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
92,2.0,3.0,2.0,8.0,8.0,7.0,2.0,6.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,2.0,6.0,3.0,6.0,6.0,6.0,3.0,4.0,6.0,6.0,7.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,8.0,8.0,5.0,8.0,23,24,1,74,12.214582,45.670864,10,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
93,7.0,8.0,6.0,4.0,7.0,6.0,3.0,2.0,8.0,6.0,6.0,7.0,6.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,6.0,3.0,8.0,3.0,6.0,4.0,7.0,6.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,4.0,5.0,4.0,23,29,1,35,11.492782,43.028353,40,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
94,4.0,3.0,8.0,7.0,6.0,4.0,3.0,3.0,7.0,6.0,5.0,6.0,6.0,4.0,3.0,2.0,2.0,4.0,7.0,8.0,5.0,5.0,3.0,6.0,7.0,3.0,3.0,4.0,4.0,7.0,1.0,2.0,3.0,2.0,3.0,6.0,8.0,6.0,6.0,7.0,24,30,1,55,8.529861,46.019998,30,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
95,9.0,5.0,8.0,7.0,8.0,3.0,2.0,8.0,7.0,5.0,5.0,4.0,6.0,9.0,7.0,4.0,5.0,8.0,3.0,6.0,6.0,3.0,9.0,5.0,5.0,7.0,6.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,8.0,5.0,8.0,8.0,8.0,26,27,1,69,17.449027,40.329862,60,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
96,6.0,2.0,4.0,4.0,7.0,7.0,3.0,6.0,6.0,3.0,6.0,6.0,6.0,4.0,7.0,3.0,2.0,5.0,4.0,6.0,7.0,7.0,5.0,6.0,2.0,4.0,7.0,8.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,6.0,7.0,3.0,6.0,7.0,29,28,0,0,11.546197,45.377005,80,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
97,7.0,3.0,6.0,7.0,5.0,3.0,3.0,6.0,4.0,4.0,6.0,5.0,6.0,4.0,3.0,6.0,8.0,7.0,7.0,4.0,6.0,2.0,7.0,5.0,5.0,4.0,2.0,4.0,3.0,6.0,2.0,2.0,4.0,3.0,2.0,7.0,7.0,7.0,8.0,8.0,24,29,0,0,16.377123,38.842931,60,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
98,9.0,4.0,8.0,7.0,6.0,6.0,4.0,7.0,2.0,2.0,7.0,4.0,6.0,5.0,3.0,9.0,3.0,8.0,6.0,6.0,6.0,4.0,8.0,2.0,2.0,7.0,4.0,6.0,6.0,3.0,2.0,2.0,2.0,3.0,2.0,7.0,8.0,9.0,6.0,4.0,24,25,0,0,19.286122984913753,38.72161146721772,70,1,3,"they,them","[1.0, 0.0, 0.0]",1,0,0,"he,him"
99,6.0,3.0,2.0,4.0,7.0,4.0,2.0,2.0,7.0,2.0,6.0,5.0,5.0,3.0,2.0,6.0,2.0,2.0,3.0,8.0,4.0,2.0,3.0,6.0,2.0,6.0,5.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,6.0,7.0,7.0,7.0,6.0,26,28,0,0,13.822827,45.787773,90,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
100,7.0,7.0,6.0,7.0,8.0,6.0,7.0,8.0,5.0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,7.0,5.0,4.0,2.0,2.0,4.0,6.0,2.0,2.0,2.0,8.0,8.0,7.0,2.0,2.0,3.0,3.0,3.0,5.0,7.0,7.0,7.0,8.0,28,25,0,0,8.931371,39.469718,20,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
101,9.0,6.0,8.0,4.0,7.0,8.0,4.0,4.0,7.0,3.0,6.0,7.0,6.0,2.0,3.0,8.0,6.0,4.0,2.0,4.0,5.0,6.0,6.0,3.0,6.0,7.0,7.0,3.0,8.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,7.0,7.0,6.0,4.0,25,28,0,0,15.305154,37.923066,100,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
102,5.0,4.0,8.0,8.0,7.0,5.0,2.0,6.0,7.0,6.0,7.0,8.0,8.0,5.0,8.0,7.0,4.0,7.0,2.0,8.0,7.0,3.0,3.0,6.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,8.0,8.0,7.0,7.0,7.0,34,32,1,21,7.688698,45.116408,40,0,2,"she,her","[1.0, 1.0, 1.0]",1,1,1,"he,him,she,her,they,them"
103,3.0,3.0,7.0,6.0,3.0,2.0,2.0,8.0,8.0,3.0,3.0,5.0,6.0,7.0,2.0,7.0,4.0,5.0,6.0,4.0,5.0,3.0,4.0,7.0,6.0,4.0,5.0,8.0,8.0,3.0,2.0,2.0,3.0,3.0,2.0,7.0,6.0,7.0,7.0,7.0,21,21,0,0,15.421417,38.210719,0,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
104,9.0,7.0,8.0,7.0,7.0,8.0,2.0,7.0,4.0,5.0,6.0,6.0,6.0,7.0,7.0,9.0,6.0,8.0,7.0,8.0,8.0,2.0,8.0,4.0,5.0,6.0,6.0,7.0,7.0,7.0,2.0,2.0,3.0,3.0,2.0,7.0,7.0,7.0,6.0,7.0,27,28,1,58,12.767177,45.794191,30,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
105,9.0,2.0,8.0,7.0,6.0,8.0,5.0,4.0,5.0,2.0,6.0,7.0,7.0,6.0,7.0,2.0,7.0,3.0,7.0,6.0,6.0,6.0,3.0,3.0,6.0,5.0,3.0,6.0,6.0,7.0,1.0,2.0,3.0,2.0,3.0,6.0,8.0,8.0,6.0,7.0,27,27,0,0,14.770488,41.762877,100,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
106,6.0,7.0,8.0,8.0,7.0,6.0,5.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,2.0,2.0,3.0,3.0,2.0,8.0,8.0,9.0,7.0,8.0,25,27,0,0,16.615583,39.041601,50,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
107,4.0,3.0,6.0,7.0,5.0,6.0,6.0,8.0,3.0,6.0,6.0,7.0,7.0,4.0,4.0,3.0,2.0,5.0,6.0,5.0,6.0,6.0,8.0,2.0,6.0,6.0,7.0,8.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,7.0,5.0,7.0,28,27,1,62,16.639358,40.947419,60,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
108,8.0,3.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,3.0,6.0,7.0,7.0,8.0,6.0,8.0,2.0,8.0,7.0,8.0,8.0,6.0,9.0,6.0,3.0,6.0,7.0,8.0,8.0,6.0,2.0,2.0,3.0,3.0,2.0,6.0,6.0,6.0,5.0,6.0,29,34,1,51,12.353193,42.541615,50,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
109,3.0,4.0,2.0,8.0,8.0,2.0,2.0,7.0,4.0,5.0,7.0,7.0,7.0,4.0,4.0,3.0,3.0,2.0,8.0,9.0,2.0,2.0,8.0,3.0,5.0,7.0,7.0,8.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,6.0,8.0,7.0,5.0,6.0,26,30,0,0,11.636087,44.7568,50,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
110,5.0,5.0,7.0,7.0,6.0,4.0,3.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,3.0,5.0,5.0,7.0,6.0,6.0,4.0,3.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,3.0,2.0,2.0,3.0,2.0,2.0,7.0,7.0,7.0,6.0,7.0,25,26,0,0,11.373849,44.211196,80,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
111,8.0,6.0,8.0,6.0,7.0,2.0,3.0,8.0,7.0,5.0,7.0,7.0,8.0,6.0,5.0,5.0,8.0,6.0,6.0,7.0,2.0,7.0,4.0,6.0,3.0,7.0,2.0,6.0,5.0,5.0,2.0,2.0,3.0,3.0,1.0,6.0,8.0,7.0,6.0,7.0,30,28,1,5,11.932446,43.520672,100,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
112,7.0,6.0,6.0,4.0,4.0,6.0,4.0,6.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,4.0,1.0,4.0,7.0,3.0,5.0,3.0,7.0,2.0,2.0,3.0,2.0,2.0,8.0,8.0,7.0,7.0,8.0,24,28,0,0,11.511334,43.96789,0,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
113,7.0,4.0,6.0,7.0,8.0,5.0,3.0,2.0,8.0,9.0,7.0,7.0,6.0,8.0,7.0,3.0,3.0,2.0,1.0,8.0,2.0,4.0,7.0,7.0,8.0,6.0,6.0,4.0,8.0,7.0,2.0,2.0,2.0,2.0,3.0,7.0,8.0,8.0,7.0,7.0,27,29,0,0,17.66441,40.355908,0,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
114,9.0,7.0,4.0,8.0,2.0,2.0,4.0,2.0,7.0,6.0,4.0,5.0,7.0,4.0,2.0,9.0,7.0,3.0,8.0,3.0,2.0,4.0,3.0,7.0,6.0,4.0,5.0,8.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,8.0,8.0,9.0,8.0,8.0,30,23,0,0,14.167369,40.775625,50,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
115,4.0,6.0,6.0,6.0,5.0,7.0,10.0,7.0,5.0,7.0,7.0,4.0,6.0,7.0,6.0,4.0,6.0,5.0,6.0,5.0,7.0,10.0,8.0,5.0,7.0,7.0,4.0,7.0,7.0,6.0,2.0,2.0,3.0,3.0,2.0,8.0,8.0,7.0,7.0,5.0,22,28,0,0,15.994111610199148,38.417248372437605,100,1,3,"they,them","[1.0, 0.0, 0.0]",1,0,0,"he,him"
116,7.0,8.0,6.0,6.0,6.0,2.0,3.0,7.0,6.0,7.0,5.0,6.0,6.0,8.0,5.0,8.0,8.0,6.0,6.0,6.0,2.0,3.0,8.0,6.0,7.0,5.0,6.0,7.0,8.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,8.0,7.0,5.0,7.0,22,25,0,0,12.44844,45.537708,30,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
117,2.0,4.0,5.0,7.0,6.0,2.0,4.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,4.0,2.0,3.0,4.0,6.0,7.0,2.0,4.0,8.0,6.0,8.0,7.0,7.0,8.0,8.0,4.0,2.0,2.0,3.0,2.0,2.0,6.0,7.0,8.0,7.0,8.0,26,29,1,21,12.369203,42.444348,70,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
118,4.0,2.0,2.0,5.0,7.0,4.0,6.0,6.0,7.0,3.0,6.0,7.0,6.0,2.0,6.0,6.0,3.0,6.0,6.0,8.0,2.0,3.0,9.0,4.0,6.0,4.0,7.0,8.0,3.0,6.0,2.0,2.0,3.0,2.0,2.0,4.0,6.0,5.0,6.0,6.0,32,24,1,38,10.179898,45.094208,50,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
119,9.0,5.0,8.0,4.0,1.0,5.0,4.0,2.0,7.0,7.0,2.0,1.0,1.0,3.0,2.0,3.0,7.0,8.0,5.0,8.0,5.0,4.0,3.0,6.0,8.0,6.0,2.0,4.0,8.0,7.0,5.0,1.0,1.0,1.0,1.0,6.0,8.0,7.0,6.0,7.0,29,28,0,0,13.754146,45.406427,70,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
120,9.0,8.0,7.0,8.0,6.0,6.0,2.0,6.0,7.0,8.0,7.0,7.0,7.0,5.0,6.0,9.0,8.0,7.0,8.0,6.0,6.0,2.0,6.0,6.0,8.0,7.0,7.0,8.0,6.0,6.0,2.0,3.0,3.0,3.0,1.0,6.0,8.0,7.0,7.0,5.0,27,29,0,0,7.943507,44.069737,80,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
121,8.0,6.0,3.0,6.0,8.0,6.0,2.0,8.0,6.0,6.0,4.0,6.0,6.0,4.0,3.0,8.0,6.0,3.0,6.0,8.0,6.0,2.0,8.0,6.0,6.0,4.0,6.0,7.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,8.0,9.0,6.0,7.0,24,28,1,97,17.470233,40.376266,40,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
122,9.0,9.0,6.0,7.0,4.0,4.0,3.0,8.0,3.0,9.0,5.0,8.0,8.0,8.0,4.0,8.0,3.0,8.0,4.0,6.0,4.0,4.0,8.0,3.0,8.0,4.0,5.0,6.0,3.0,7.0,3.0,3.0,1.0,3.0,1.0,7.0,8.0,8.0,7.0,7.0,23,26,1,0,12.248455,38.219686,80,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
123,3.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,5.0,2.0,8.0,4.0,3.0,7.0,7.0,2.0,6.0,3.0,6.0,2.0,4.0,6.0,4.0,3.0,7.0,2.0,2.0,3.0,2.0,2.0,6.0,8.0,6.0,7.0,5.0,23,27,0,0,12.043983,45.712244,60,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
